2015-977,TEE-SHIRTS,Premier Uniforms & Tactical Gear,,,,,,
2015-979,COMPUTER EQUIPMENT - REGION 19 #14-6994,Checkpoint Services,,,,,,
2015-980,NEW BUS ALTERNATORS,"B&C Truck Electric, Inc",,,,,,
2015-982,UPS EQUIPMENT REGION 19 #14-6994,Decision Tree,,,,,,
2015-983,STEALTH 3 ADVANCED GPS TRACKING,"Coverttrack Group,Inc. ",,,,,,
2015-984,DECISION TREE (PHP-SMARTBOARD),Decision Tree,,,,,,
2015-985,"MATCHING GRANT FUND FOR PILOT ENGAGEMENT AGREEMENT BETWEEN THE CITY OF EL PASO REFERRED TO AS HUB OF HUMAN INNOVATION, INC. AND T2 INSTITUTE",HUB - T2,,,,,,
2015-986,2016 TRANSIT CONNECT WAGON,Chastang Enterprises Dba Chastang Ford,,,,,,
2015-987,PARTS WASHER SERVICES,Kinloch Equipment & Supply,,,,,,
2015-988,REPLACE GYM FLOOR @ GARY DEL PALACIO REC CTR,"Southwestern Mill Distributors, Inc. ",,,,,,
2015-989,REMOVE AND INSTALL PUMPS @ WESTSIDE CAR WASH,"El Paso Phoenix Pumps, Inc.",,,,,,
2015-990,PEBBLE HILLS BOULEVARD EXTENSION STREET AND DRAINAGE IMPROVEMENTS (RE-BID),"CMD Endeavors, Inc.",,,,,,
2015-991,AUDITIN SERVICES - CLAIMS REVIEW QUARTERLY REPORT SERVICES,Fitch & Associates,,,,,,
2015-994,MENINGOCOCCAL VACCINE,Abo Pharmaceuticals,,,,,,
2015-995,BENDIX PROPRIETARY BRAKE PARTS,"RJ Border International, LP Dba Border International",,,,,,
2015-996,TECHNICAL SERVICES-PROGRAM MOVEMENT BETWEEN SERVERS,Tiburon Inc.,,,,,,
2015-997,PARTS WASHING EQUIPMENT RENTAL AND SERVICE,"Safety-Kleen Systems, Inc.",,,,,,
2015-998,GROUNDS MAINTENANCE FOR EL PASO CITY PARKS MOWING PARKS AND RECREATION PARKS MAINTENANCE DIVISION (RE-BID),Tree D'S Landscaping And Ground Maintenance,,,,,,
2015-999,SAFEGUARD UNIVERSAL,Safeguard Universal,,,,,,
2016-001R,AS-IS Sale of Real Property ,"RKMRI, LTD.",,,,,,
2016-003R,CITY WIDE COPIER SERVICE (RE-BID),DAHILL OFFICE TECHNOLOGY CORPORATION,,,,,,
2016-006,CRACK SEAL MATERIAL,"CRAFCO TEXAS, INC.",,,,,,
2016-007,PREFORMED STREET MARKINGS,"FLINT TRADING, INC",,,,,,
2016-008,CITY WIDE NEW MEDIAN MAINTENANCE,"V1: BORDER TM INDUSTRIES, INC dba XCEED RESOURCES V2: PRIME IRRIGATION & LANDSCAPING, INC.",,,,,,
2016-009R,AIRPORT LEASE MANAGEMENT SYSTEM,"PRODIGIQ, INC",,,,,,
2016-011,FORD PROPRIETARY PARTS & SERVICE,"CASA FORD, INC.",,,,,,
2016-012R,EL PASO ZOO CHIHUAHUAN DESERT HABITAT,"JORDAN FOSTER CONSTRUCTION, LLC",,,,,,
2016-015,SECURITY SERVICES - MCAD,"MIA VENTRUES, LLC dba ARTCO PROTECTIVE SERVICES",,,,,,
2016-019,TUSCANY STREET RESURFACING,"J.A.R. CONCRETE, INC. DBA JAR CONSTRUCTION, INC.",,,,,,
2016-020,NIEHOFF ALTERNATORS AND RELATED PARTS,ROMAINE ELECTRIC CORPORATION,,,,,,
2016-021,KCOS STUDIO EQUIPMENT FOR THE CITY OF EL PASO,"5280 BROADCAST, INC",,,,,,
2016-024,BUS BATTERIES,"USD, INC.",,,,,,
2016-025,BUS SUSPENSION COMPONENTS,"V1: NABI PARTS, LLC 
V2: NEW FLYER INDUSTRIES
V3: PREVOST CAR (US) INC.",,,,,,
2016-026,MISCELANEOUS BODY SHOP SUPPLIES,"V1: APYS, INC. 
V2: CENTRA AUTOMOTIVE SUPPLY, INC.
V3: GVMI, INC.
V4: LOREN HODGES & SONS, INC",,,,,,
2016-027,PLUMBING SUPPLIES,FERGUSON ENTERPRISES,,,,,,
2016-028,"VIVA POWER SPORTS FOR POLICE MOTORCYCLES PARTS, SERVICE AND MAINTENANCE","VIVA POWERSPORTS, LLC",,,,,,
2016-029,EMERGENCY GENERATORS MAINTENANCE,CUMMINS ROCKY MOUNTAIN,,,,,,
2016-031,CARQUEST,CARQUEST,,,,,,
2016-032,AUTOZONE,AUTOZONE,,,,,,
2016-033,"GVMI, NAPA CENTER","GVMI, INC. NAPA CENTER",,,,,,
2016-034,FERGUSON,FERGUSON ENTERPRISES,,,,,,
2016-035,LAUN - DRY,LAUN-DRY SUPPLY,,,,,,
2016-036,"REGION 19 RFP 13-6978 WORK UNIFORMS, SHOES AND RELATED",NORTHERN IMPORTS DBA WORK WEAR SHOES & SAFETY,,,,,,
2016-037,"REGION 19 RFP 15-7110 PROPANE FUEL AND RELATED SERVICES
on 5/11/16 APPROVED INCREASE FOR JOHN OF $1,500 NEW TOTAL $5,500",AMERIGAS PROPANE DBA DENMAN PROPANE,,,,,,
2016-038,REGION 19 RFP 14-7030 ELECTRICAL SUPPLIES,"BORDER STATES INDUSTRIES, INC. DBA BORDER STATES ELECTRIC SUPPLY",,,,,,
2016-039,"REGION 19 RFP 15-7147 MAINTENANCE, REPAIR AND OPERATION, EQUIPMENT, SUPPLIES AND MATERIALS","EWING IRRIGATION PRODUCTS, INC.",,,,,,
2016-040,REGION 19 RFP 14-7032 EMERGENCY VEHICLE EQUIPMENT & RELATED,ALAMO IND. INC DBA ALAMO AUTO SUPPLY,,,,,,
2016-041,"REGION 19 RFP 12-6851 WELDING EQUIPMENT, SUPPLIES, GASES AND RELATED","SYOXSA, INC.",,,,,,
2016-042,"REGION 19 RFP 15-7147 MAINTENANCE, REPAIR AND OPERATION, EQUIPMENT, SUPPLIES AND MATERIALS",EL PASO BOLT AND SCREW CO.,,,,,,
2016-043,"REGION 19 RFP 15-7147 MAINTENANCE, REPAIR AND OPERATION, EQUIPMENT, SUPPLIES AND MATERIALS","FRANK'S SUPPLY COMPANY, INC.",,,,,,
2016-044,"REGION 19 RFP 14-7063 AUTOMOTIVE, BUS PARTS, TIRES, SUPPLIES AND RELATED",ALAMO IND. INC DBA ALAMO AUTO SUPPLY,,,,,,
2016-045,"REGION 19 RFP 14-7063 AUTOMOTIVE, BUS PARTS, TIRES, SUPPLIES AND RELATED",ALAMO IND. INC DBA ALAMO AUTO SUPPLY,,,,,,
2016-046,"REGION 19 RFP 12-6838 PLUMING, AC EQUIPMENT AND RELATED SUPPLIES",JOHNSTON SUPPLY,,,,,,
2016-047,REGION 19 RFP 15-7113 GLASS AND GLAZING MATERIALS AND SERVICES,BAKER GLASS COMPANY,,,,,,
2016-048,"REGION 19 RFP 13-6955 DRY LIQUID CLEANERS, FLOOR CARE PRODUCTS, CUSTODIAL TOOLS AND SUPPLIES-AND RELATED",BRADY INDUSTRIES,,,,,,
2016-049,"REGION 19 RFP 13-6978 WORK UNIFORMS, SHOES AND RELATED",Premier Uniforms & Tactical Gear,,,,,,
2016-050,REGION 19 RFP 14-7030 ELECTRICAL SUPPLIES,SUMMIT ELECTRIC SUPPLY,,,,,,
2016-051,REGION 19 RFP 14-7030 ELECTRICAL SUPPLIES,"BORDER STATES INDUSTRIES, INC. DBA BORDER STATES ELECTRIC SUPPLY",,,,,,
2016-052,"REGION 19 RFP 13-6924 INDUSTRIAL PUMPS, MOTORS, FILTERS, FLOW METTERS, SALES, SERVICE AND REPAIRS",EL PASO PHOENIX PUMPS,,,,,,
2016-053,"REGION 19 RFP 13-6964 JANITORIAL EQUIPMENT, SUPPLIES, SERVICE AND RELATED. ",LAUN-DRY SUPPLY,,,,,,
2016-054,"REGION 19 12-6767 MEDICAL SUPPLIES, EQUIPMENT AND RELATED","SOUTHWEST FIRST AID & SAFETY SUPPLY, INC. dba ZEE MEDICAL",,,,,,
2016-055,"REGION 19 RFP 14-7063 AUTOMOTIVE, BUS PARTS, TIRES, SUPPLIES AND RELATED",RUSH TRUCK CENTERS OF TEXAS LP,,,,,,
2016-056,"REGION 19 13-6955 DRY CLEANERS, FLOOR CARE, CUSTODIAL TOOLS, SUPPLIES AND RELATED","SOUTHWESTERN MILL DISTRIBUTORS, INC.",,,,,,
2016-057,"REGION 19 RFP 14-7043 FIRE EXTINGUISHERS, FIRE SUPPRESSION SYSTEMS AND RELATED PURCHASES, INSTALLATION AND INSPECTIONS","ASSURANCE FIRE PROTECTION, LLC",,,,,,
2016-058,"REGION 19 RFP 14-7055 PLUMBING, AC EQUIPMENT AND RELATED SUPPLIES",FERGUSON ENTERPRISES,,,,,,
2016-059,REGION 19 RFP 14-7014 DIVISION 8 AND 10 CONSTRUCTION SPECIALITY PURCHASES,K.D. SCHOLTEN,,,,,,
2016-060,REGION 19 RFP 13-6899 LUBRICANTS AND RELATED,"C&R DISTRIBUTING, INC.",,,,,,
2016-061,"REGION 19 RFP 12-6839 CHAIN LINK FENCING PURCHASE, INSTALLATION, REMOVAL, PARTS, MAINTENANCE, AND RELATED",CITY FENCE AND PIPE CO.,,,,,,
2016-062,"REGION 19 RFP 13-6978 WORK UNIFORMS, SHOES AND RELATED",NORTHERN IMPORTS DBA WORK WEAR SHOES & SAFETY,,,,,,
2016-063,"REGION 19 RFP 13-6978 WORK UNIFORMS, SHOES AND RELATED","BAZAAR UNIFORMS & MEN'S STORE, LLC",,,,,,
2016-064,"REGION 19 RFP 14-7055 PLUMBING, AC EQUIPMENT AND RELATED SUPPLIES",AMERICAN REFRIGERATION SUPPLIES,,,,,,
2016-065,"REGION 19 RFP 13-6955 DRY LIQUID CLEANERS, FLOOR CARE PRODUCTS, CUSTODIAL TOOLS AND SUPPLIES-AND RELATED",SPECTRUM PAPER CO.,,,,,,
2016-066,REGION 19 RFP 14-7032 EMERGENCY VEHICLE EQUIPMENT & RELATED,ASPEN II DISTRIBUTING,,,,,,
2016-067,TXMAS-10-03FAC050 FIRE ALARM AND SUPPRESSION SERVICES,WESTERN STATES FIRE PROTECTION,,,,,,
2016-068,"BUY BOARD 415-12 BUILDING MAINTENANCE REPAIR, OPERATIONS, SUPPLY AND EQUIPMENT",BORDER CONSTRUCTION SPECIALITIES,,,,,,
2016-069,"GOODYEAR COMMERCIAL TIRE & SERVICE CENTERS, (FORMERLY WINGFOOT)",GOODYEAR COMMERICAL TIRE,,,,,,
2016-070,SEWER LINE REPAIRS,"HOFFMAN SOUTHWEST COR. DBA, ROTO ROOTER SERVICE",,,,,,
2016-071,FIRE EXTINGUISERS SERVICES,"MATRIX SPECIAL SYSTEMS, INC.",,,,,,
2016-072,REGION 19 RFP 12-6840 HAZARDOUS WASTE COLLECTION AND DISPOSAL,ADVANCE CHEMICAL TRANSPORTATION,,,,,,
2016-073,"BUY BOARD 415-12 BUILDING MAINTENANCE REPAIR, OPERATIONS, SUPPLY AND EQUIPMENT",CLARK SECURITY PRODUCTS,,,,,,
2016-074,TXMAS-5-51V010 HARDWARE SUPERSTORE,SHERWIN WILLIAMS,,,,,,
2016-075,TXMAS-6-51V080 HARDWARE STORE,MIDWEST MOTOR SUPPLY,,,,,,
2016-076,BUY BOARD 424-13 CONSTRUCTION ROAD BRIDGE AND OTHER,KINLOCH EQUIPMENT AND SUPPLY,,,,,,
2016-077,BUY BOARD 407-12 OFFICE SUPPLIES AND EQUIPMENT,STAPLES CONTRACT AND COMMERCIAL,,,,,,
2016-078,TXMAS-13-51V030 HARDWARE,MSC INDUSTRIAL SUPPLY CO,,,,,,
2016-079,CLINICAL MEDICAL SUPPLIES - BUYBOARD 448-14,HENRY SCHEIN,,,,,,
2016-080,"JOINT RESOLUTION REGARDING THE TERMINATION OF THE JOINT REVOLVING LOAN FUND BETWEEN THE COUNTY OF EL PASO AND THE CITY OF EL PASO, TEXAS",TX DEPT OF HOUSING AND COMMUNITY AFFAIRS (TDHCA),,,,,,
2016-081,PLUMBING AC EQUIPMENT AND RELATED SUPPLIES,AMERICAN REFRIGERATION SUPPLIES,,,,,,
2016-082,"CHAIN LINK FENCING - PURCHASE, INSTALLATION, REMOVAL, REPAIR",CITY FENCE AND PIPE CO.,,,,,,
2016-083,"INDUSTRIAL PUMPS, MOTORS, FILTERS, FLOW METERS - SALE SERVICE AND REPAIRS",PHOENIX PUMP,,,,,,
2016-084,"HVAC EQUIPMENT, PARTS, SERVICE AND RELATED",TRANE,,,,,,
2016-085,EQUIPMENT TOWING,DEPENDABLE TOWING,,,,,,
2016-086,"PORTABLE TOILET RENTAL, SALES, SERVICES",SARABIAS,,,,,,
2016-087,MAINTENANCE AND HARDWARE SUPPLIES,HD SUPPLY,,,,,,
2016-088,WASTE REMOVAL/CLEANING,IVANS PUMPING,,,,,,
2016-089,PEST CONTROL AND LAWN CARE,WATSON EXTERMINATION SERVICES,,,,,,
2016-090,ELEVATOR MAINTENANCE PARTS & SERVICES FOR VARIOUS CITY BUILDINGS,LET BIDS EXPIRE,,,,,,
2016-091,ELECTRICAL SUPPLIES,SUMMIT ELECTRIC SUPPLY,,,,,,
2016-092,PLUMBING SUPPLIES,JOHNSTONE SUPPLY,,,,,,
2016-093,SCOTTSMAN (KBT) ICE DISPENSER,FOOD SERVICE WAREHOUSE ,,,,,,
2016-094,AUTOMOTIVE & HEAVY DUTY PARTS - US COMMUNITIES 1101149,CARQUEST,,,,,,
2016-095,SERVICE AND PARTS - REGION 19 14-7063,RUSH TRUCK CENTERS OF TEXAS LP,,,,,,
2016-096,TIRE SERVICE AND PARTS - REGION 19 13-6894,"WINGFOOT COMMERICIAL TIRE SYSTEMS, LLC",,,,,,
2016-097,REPLACEMENT PARTS - REGION 19 14-7063,TRUCK ENTERPRISES,,,,,,
2016-098,"BOLTS, SCREWS AND MISCELLANEOUS SUPPLIES - REGION 19 12-6838",EL PASO BOLT AND SCREW CO.,,,,,,
2016-099,BODY & SUSPENSION WORK - REGION 19 13-6894,TRUCK ENTERPRISES,,,,,,
2016-100,COOLANT & LUBRICANTS - REGION 1913-6889,"C&R DISTRIBUTING, INC.",,,,,,
2016-1001,SOUTHWESTERN MILL DIST INC ,"SOUTHWESTERN MILL DISTRIBUTORS, INC.",,,,,,
2016-1002,MAILING SERVICE -  RE-BID,"GO-DIRECT MAIL MARKETING, INC.",,,,,,
2016-1003,"ELECTRICAL SUPPLIES
REQ#201600336  5",SUMMIT ELECTRIC SUPPLY,,,,,,
2016-1004,"ELECTRICAL SUPPLIES
REQ#201600336  4","BORDER STATES INDUSTRIES, INC. DBA BORDER STATES ELECTRIC SUPPLY",,,,,,
2016-1005,FRANKLIN HILLS #8 - PLAYGROUND EQUIPMENT AND INSTALLATION,"THE PLAYWELL GROUP, INC",,,,,,
2016-1006,DAVIDS APPAREL INC.,DAVID'S PENNANTS BANNERS,,,,,,
2016-1007,COSTAR LICENSE AGREEMENT,COSTAR,,,,,,
2016-1008,TWO (2) ROAD RESCUE METROMEDIC TYPE 1 AMBULANCES & ONE (1) MID-MOUNTED PUMPER- HGAC FS12-15 & AM 10-14,SIDDONS MARTIN EMERGENCY GROUP LLC.,,,,,,
2016-1009,CHAPTER 380 ECONOMIC DEVELOPMENT PROGRAM AGREEMENT BETWEEN CITY OF EL PASO AND CHAMPLAIN CABLE CORPORATION,CHAMPLAIN CABLE CORPORATION,,,,,,
2016-101,JANITORIAL SUPPLIES - REGION 19 13-6964,SPECTRUM PAPER CO.,,,,,,
2016-1011R,PUBLIC OFFICIALS AND EMPLOYMENT PRACTICES LIABILITY INSURANCE,"USI SOUTHWEST, INC.",,,,,,
2016-1012,DIR- SDD- 2068,"APPLE, INC.",,,,,,
2016-1014,MICRO-BLAZE - BUY BOARD 432-13,CASCO INDUSTRIES,,,,,,
2016-1015,CHEMGUARD CLASS A FOAM - BUY BOARD 432-13,CASCO INDUSTRIES,,,,,,
2016-1016,InMotion UPGRADE KITS - TCPN R5106,CDW-G,,,,,,
2016-1017,PREFABRICATED BUS SHELTER,"BRASCO INTERNATIONA, INC ",,,,,,
2016-1018,2015 TRANSIT CARGO VAN,SILSBEE FORD INC,,,,,,
2016-1019,2016 864C FORD F15,SILSBEE FORD INC,,,,,,
2016-102,ELECTRICAL SUPPLIES - REGION 19 14-7030,BORDER STATES ELECTRIC ,,,,,,
2016-1023,SAN JACINTO PLAZA GROUND MAINTENANCE,"MG EVERGREEN, LLC",,,,,,
2016-1024,ANIMAL TRANSPORT VEHICLES (RE-BID),SOUTHWEST TRUCK SALES,,,,,,
2016-1025,MIRADOR ENTERPRISES,"MIRADOR ENTERPRISES, INC.",,,,,,
2016-1026,PREMIER UNIFORMS INC,Premier Uniforms & Tactical Gear,,,,,,
2016-1027,ROC-95NG: 95 GALLON CAPACITY RESIDENTIAL ROLLOUT CART: FULLY AUTOMATED DUMPING DESIGN,REHRIG PACIFIC COMPANY,,,,,,
2016-1028,"SECURITY SYSTEMS, INSTALLATION AND SERVICES","PLAN B NETWORKS, INC.",,,,,,
2016-1029R,STRESS MANAGEMENT FOR FIREFIGHTERS,INTEGRITY EMPLOYEE ASSISTANCE DBA WELLCONNECT,,,,,,
2016-103,INDUSTRIAL SUPPLIES - BUYBOARD 415-12,MSC INDUSTRIAL SUPPLY CO,,,,,,
2016-1030,CHECKPOINT DELL OPTIPLEX,"CHECKPOINT SERVICES, INC.",,,,,,
2016-1031,ANMAR ENTERPRISES INC,"ANMAR ENTERPRISES, INC",,,,,,
2016-1032,CHECKPOINT DELL PRECISION,"CHECKPOINT SERVICES, INC.",,,,,,
2016-1033,OFFICE FURNITURE,FACILITIES CONNECTION ,,,,,,
2016-1034,ICS LEARNING GROUP,ICS LEARNING GROUP,,,,,,
2016-1035,STREET RESURFACING 2016,"ZTEX CONSTRUCTION, INC.",,,,,,
2016-1036,PAVING OF UNPAVED RIGHTS OF WAY 2016,"ZTEX CONSTRUCTION, INC.",,,,,,
2016-1037,DISTRICT 3 MOVIES IN THE PARK,SWANK MOTION PICTURES,,,,,,
2016-1039,170-332 ALUMINUM BASE MOUNTED TRAFFIC CONTROL CABINET SHELLS,PARADIGM TRAFFIC SYSTEMS,,,,,,
2016-104,RADIATOR PARTS AND REPAIR - REGION 19 13-6894,EMMETT RADIATOR SERVICE,,,,,,
2016-1040,CARNEGIE SELF STORAGE PARKWAY IMPROVEMENTS,"MIRADOR ENTERPRISES, INC.",,,,,,
2016-1041,VIVA CHEVROLET VEHICLE REPAIR,VIVA CHEVROLET,,,,,,
2016-1042,LAPTOPS TCOLE FUNDS - DIR SDD-1951,"CHECKPOINT SERVICES, INC.",,,,,,
2016-1043,ArcGIS FOR SERVER ENTERPRISE ADVANCED UP TO FOUR CORES MAINTENANCE (PERIOD 6/1/2016 - 5/31/2017),ENVIRONMENTAL SYSTEMS RESEARCH INST.,,,,,,
2016-1044,MATRIZ T3x TREADMILL,"RANDY RISHER FITNESS, INC.",,,,,,
2016-1045,AIRPORT PRINTING,AIRPORT PRINTING,,,,,,
2016-1046,YLAIRAM RUBY MORGA PARK IMPROVEMENTS,"SAAB SITE CONTRACTORS, LP",,,,,,
2016-1048,ROLLOFF TRUCK,CHASTANG ENTERPRISES dba CHASTANG FORD/AUTOCAR,,,,,,
2016-105,REPLACEMENT RADIO ACCESSORIES - DIR-SDD-2203,MOTOROLA SOLUTIONS INC.,,,,,,
2016-1050,REGION 19 #13-6979,"MIRADOR ENTERPRISES, INC.",,,,,,
2016-1051,911 CALL CENTER PERSONNEL SKILLS TRAINING DIR TSO- 2585,IMMIX TECH.,,,,,,
2016-1052,EL PASO ZOO AFRICAN WETLANDS RED RIVER HOG,"PRIDE GENERAL, CONTRACTORS, LLC",,,,,,
2016-1053,ROLLOFF BODY,HEIL OF TEXAS,,,,,,
2016-1054,DIR-TSO-2542,SIGMA TECH. SOL,,,,,,
2016-1055,POSI-SHELL BROWN BASE MIX (50#),"LSC ENVIRONMENTAL PRODUCTS, LLC",,,,,,
2016-1056,SANOFI PASTEUR ,SANOFI PASTEUR,,,,,,
2016-1057,SMITHKLINE BEECHAM DBA GLAXOSMITHKLINE,SMITHKLINE BEECHAM DBA GLAXOSMITHKLINE,,,,,,
2016-1058,NAVAJO OFFICE PRODUCTS,NAVAJO OFFICE PRODUCTS,,,,,,
2016-106,FOOD SERVICE - REGION 19 13-6935,NATIONAL RESTAURANT SUPPLY,,,,,,
2016-1060,FUTURELAND PARK,"MARTINEZ, BROS. CONTRACTORS, LLC",,,,,,
2016-1061,MICROBLAZE - BUYBOARD 432-13,CASCO INDUSTRIES,,,,,,
2016-1062,AUTOMOTIVE PARTS & SUPPLIES - BUY BOARD 470-14,O'REILLY AUTOMOTIVE,,,,,,
2016-1063,RUBBER FLOOR - TXMAS 9-72IA010-20,THE CARPET PILE OF TEXAS,,,,,,
2016-1064,SCOTT PARTS - BUY BOARD 432-13,DOOLEY TACKABERRY,,,,,,
2016-1065,BUILD IN OFFICE FOR FS16 - REG16 15-7116,EL PASO OFFICE PRODUCTS,,,,,,
2016-1066,CHAIRNS FACESHIELD - BUYBOARD 432-13,CASCO INDUSTRIES,,,,,,
2016-1067,REPLACE ENGINE ON P-21 REG19 15-7166,DOGGETT FREIGHLINER OF SOUTH TEXAS,,,,,,
2016-1068,BUYBOARD #498-15,SHI GOVERNMENT SOLUTIONS,,,,,,
2016-1069,EPPD AIRCRAFT INSURANCE,"IMA, INC",,,,,,
2016-107,BATTERIES PARTS & SERVICE - REGION 19 14-7030,GORMAN BATTERIES,,,,,,
2016-1070,HDML UNITS AND ACCESSORIES,ARI PHOENIX,,,,,,
2016-1071,UNIVERSAL GRAPHICS  ,"UNIVERSAL GRAPHICS, INC.",,,,,,
2016-1072,"FURNISH AND INSTALL ALUMINUM FINISH DOOR OPERATORS, ARM KITS/HANDICAP PUSH BUTTONS",BASIL GLASS,,,,,,
2016-1073,BUILDING RENT FEBRUARY 2016 TO AUGUST 2016,CYNTHEA ANITA BROWN,,,,,,
2016-1074,THE AFTERMARKET PARTS COMPANY COMPONENT PARTS SS,TRANSIT HOLDING INC. DBA THE AFTERMARKET PARTS COMPANY,,,,,,
2016-1075,TWO (2) 2017 FORD F750 GRABII TRUCKS WITH PETERSEN BRUSH LOADER & DUMP BODY,CHASTANG ENTERPRISES dba CHASTANG FORD/AUTOCAR,,,,,,
2016-1076,ONE (1) 836k CATERPILLAR COMPACTOR,WAGNER EQUIPMENT CO.,,,,,,
2016-1077,ONE (1) 627K CATERPILLAR SCRAPER,WAGNER EQUIPMENT CO.,,,,,,
2016-1078,DURA PAK 5000  25YD REAR LOAD REFUSE BODY,TEXAN WASTE EQUIPMENT DBA HEIL OF TEXAS,,,,,,
2016-1079,TWO (2) 2016 CRANE CARRIER LET2-46 CHASSIS,"LONGHORN INTERNATIONAL TRUCKS, LTD-CRANE CARRIER",,,,,,
2016-108,"SHOP TOWELS, SOAP AND CLEANERS - REGION 19 13-6956","SOUTHWESTERN MILL DISTRIBUTORS, INC.",,,,,,
2016-1080,LIVE SCAN SYSTEM INCLUDING LAPTOP,MORPHO TUST USA,,,,,,
2016-1081,COPLINK & SOFTWARE ,INTERNATIONAL BUISINESS MACHINES CORPORATION,,,,,,
2016-1084,"SGT. JESUS ROBERTO VASQUEZ, USMC PARK IMPROVEMENTS","BLACK STALLION CONTRACTORS, INC.",,,,,,
2016-1087,TASER CARTRIDGE - TXMAS 680-A1,TASER INTERNATIONAL,,,,,,
2016-1088,GUTH ALCOHOL BREATH TESTER,"GUTH LABORATORIES, INC.",,,,,,
2016-1089,15 HP COMPRESSOR ,SIERRA MACHINERY,,,,,,
2016-109,SCOTT PARTS - BUYBOARD 432-13,DOOLEY TACKABERRY,,,,,,
2016-1090,TIRE FOR LANDFILL UHNIT 08082,"WINGFOOT COMMERICIAL TIRE SYSTEMS, LLC",,,,,,
2016-1091,DAVIDS APPAREL INC.,DAVID'S PENNANTS BANNERS,,,,,,
2016-1092,CARPET PURCHASE & INSTALLATION - TXMAS 9-72IA010,CARPET PILE,,,,,,
2016-1093,KILTS,J HIGGINS,,,,,,
2016-1094,LOVESEATS,DAW'S HOME FURNISHING,,,,,,
2016-1095,ALUMINUM STOREFRONT SYSTEMS REG19 13-6973,"PRIDE GENERAL, CONTRACTORS, LLC",,,,,,
2016-1096,MRO SUPPLIES & RELATED SERVICES US COMMUNITIES CONTRACT #11019,HOME DEPOT,,,,,,
2016-1097,INSTRUCTIONAL MATERIALS - BUYBOARD 487-15,PEARSON EDUCATION,,,,,,
2016-1098,"WORK UNIFORMS, SHOES AND RELATED - REG19  13-6978","BAZAAR UNIFORMS & MEN'S STORE, LLC",,,,,,
2016-1099,GS-35F-137AA,CREATIVE ENTERPRISES,,,,,,
2016-110,OFFICE SUPPLIES - BUYBOARD 407-12,STAPLES CONTRACT AND COMMERCIAL,,,,,,
2016-1100,GS-35F-0177J,LEVEL 3 COMMUNICATIONS,,,,,,
2016-1101,DAKTRONICS INC.,"DAKTRONICS, INC.",,,,,,
2016-1103,WATER FILTRATION SYSTEM,WATER KING,,,,,,
2016-1104,LNG PURCHASE AND DELIVERY (RE-BID),"APPLIED LNG TECHNOLOGIES, LLC",,,,,,
2016-1105,CYBEX INTERNATIONAL INC,"CYBEX INTERNATIONAL, INC.",,,,,,
2016-1106,BETTY ARNETT,BETTY ARNETT,,,,,,
2016-1107, CLEANING ITEMS TXMAS 5-51V020,STATE INDUSTRIAL PRODUCTS CORPORATION,,,,,,
2016-1108,PANTS AND SHIRTS UNIFORM RENTAL,G & K SERVICES ,,,,,,
2016-1109,DISTRICT 3 MOVIES UNDER THE STARS,FUNFLICKS OF EL PASO AND SOUTHERN NM,,,,,,
2016-111,PARTS & SERVICE - REGION 19 14-7063,RUSH TRUCK CENTERS OF TEXAS LP,,,,,,
2016-1110,SOLAR BATTERIES FOR SM SHELTERS,CONTINENTAL BATTERY,,,,,,
2016-1113,CUSTODIAL SUPPLIES,"SOUTHWESTERN MILL DISTRIBUTORS, INC.",,,,,,
2016-1114,REGION 19 #14-6994,DECISION TREE,,,,,,
2016-1115,ELECTRIPRO INC. INTEGRATED TECH,ELECTRIPRO INC. DBA INTEGRATED TECHNOLOGIES AND DESIGNS,,,,,,
2016-1116,CHECKPOINT,"CHECKPOINT SERVICES, INC.",,,,,,
2016-1117,STOP SIGNS 30 X 30,"CENTERLINE SUPPLY, LTD",,,,,,
2016-1118,CHECKPOINT SERVICES INC.,"CHECKPOINT SERVICES, INC.",,,,,,
2016-1119,"MATERIALS, MAINTENANCE AND REPAIRS FOR ELECTRONIC SURVEILLANCE / LOCKING SYSTEMS","ADVANCED SECURITY CONTRACTORS, INC.",,,,,,
2016-112,BUILDING MAINTENANCE - TCPN R142104,LOWE'S HOME CENTER,,,,,,
2016-1120,NEW FLYER BUS COMPONENET PARTS SS,NEW FLYER INDUSTRIES,,,,,,
2016-1122,STATE CHEMICAL CLEANERS - TXMAS 5-51V020,STATE INDUSTRIAL PRODUCTS CORPORATION,,,,,,
2016-1123,ELECTRIPRO INC. INTEGRATED TECH,ELECTRIPRO INC. DBA INTEGRATED TECHNOLOGIES AND DESIGNS,,,,,,
2016-1124,GARDNER TURFGRASS,GARDNER TURFGRASS,,,,,,
2016-1125,PETERSEN TL-3 LIGHTING LOADER 24 Yd. BULK TRASH GRAPPLE BODY,TEXAN WASTE EQUIPMENT DBA HEIL OF TEXAS,,,,,,
2016-1126,PRE-EMPLOYMENT PSYCHOLOGICAL EVALUATIONS - GAP METHOD,INTEGRITY EMPLOYEE ASSISTANCE INC dba WELL CONNECT,,,,,,
2016-1127,BATTERY KITS FOR TASERS,TASER INTERNATIONAL,,,,,,
2016-1128,TEMPUR-PEDIC TP8000 ERGONOMIC CHAIR- BUY BOARD 503-16,STAPLES,,,,,,
2016-1129,TCLEDDS RENEWAL,PRODUCTIVITY CENTER INC,,,,,,
